Topic,Count,Name,Representation,Representative_Docs
67,36,67_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
68,36,68_tugas_tugasnya_emang_harusnya,"['tugas', 'tugasnya', 'emang', 'harusnya', 'lah', 'ya', 'dia', 'tua', 'emg', 'udh']","['lah kan emg tugasnya tolol ga mau cape mah ngapain jd presiden', 'tugas presiden tu emang apa ya', 'kan emg tugasnya kalo ga sanggup dan udah tua ngapain jadi presiden']"
69,36,69_musa_nabi_tongkat_punya,"['musa', 'nabi', 'tongkat', 'punya', 'sbgai', 'apa', 'tidak', 'ndak', 'omongan', 'berbuat']","['presiden janji bangun rumah korban banjir longsor aceh sebut tak punya tongkat nabi musa', 'apa mau dikata pak presiden tidak punya tongkat nabi musa', 'presiden tidak punya tongkat nabi musa']"
70,36,70_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
71,35,71_dgn_as_yg_tidak,"['dgn', 'as', 'yg', 'tidak', 'berpendirian', 'bermitra', 'sungkantakut', 'iraq', 'penurut', 'south']","['saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil', 'saya heran membaca pernyataan re venezuela yg sangat standar dan sama sekali tidak menyebut amerika serikat sejak kapan kita sungkantakut mengkritik kawan yg lakukan pelanggaran hukum internasional kenapa menlu sugiono sampai sekarang tidak bersuara padahal dunia menunggu pandangan sbg pemain global south yg penting ini momen perlu percaya diri menunjukkan sikap sama ketika kita dulu menentang invasi as thdp iraq bebas aktif itu artinya berani berpendirian bermitra dgn as dan dgn negara manapun tidak boleh menjadikan negara penurut yg mengorbankan hal yg prinsipil']"
72,34,72_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
73,34,73_baik_baru_lebih_tahun,"['baik', 'baru', 'lebih', 'tahun', 'melangkah', 'menyala', 'maju', 'semakin', 'semangat', 'semoga']","['selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik', 'selamat tahun baru semoga di tahun yang baru ini kita dapat melangkah lebih baik dengan semangat yang terus menyala demi indonesia yang semakin maju dan lebih baik']"
74,34,74_pembalakan_liar_pengawasan_ketat,"['pembalakan', 'liar', 'pengawasan', 'ketat', 'semuatanganibencana', 'logging', 'tamiang', 'illegal', 'tertibkan', 'ditertibkan']","['presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di aceh tamiang semuatanganibencana', 'tinjau banjir aceh tamiang presiden prabowo desak pengawasan ketat pembalakan liar semuatanganibencana', 'tegas presiden prabowo tinjau banjir aceh tamiang desak pengawasan ketat pembalakan liar semuatanganibencana']"
75,34,75_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
76,34,76_iran_araghchi_lebanon_kami,"['iran', 'araghchi', 'lebanon', 'kami', 'abbas', 'perundingan', 'nuklir', 'isr', 'menlu', 'parlemen']","['menlu iran lontarkan tuduhan keras sebut as tidak jujur dalam isu global terutama soal sanksi dan perjanjian nuklir baca detail kecaman diplomatik iran narayapost iran as diplomasi geopolitik timurtengah', 'menlu iran araghchi tetanggatetangga kami adalah prioritas kami ini adalah prinsip terpenting dalam kebijakan luar negeri republik islam iran hubungan republik islam iran dengan federasi rusia adalah sebuah kemitraan strategis', 'pejabat saudi kunjungi iran untuk bahas gaza amp suriah wakil menlu saudi saud bin mohammed alsati akan melakukan perjalanan ke iran untuk membahas hubungan bilateral dan isu regional menurut kemenlu iran via wana ia juga dijadwalkan bertemu menlu iran abbas araghchi']"
77,34,77_menyusun_selangkah_ruupemilu_mengegolkannya,"['menyusun', 'selangkah', 'ruupemilu', 'mengegolkannya', 'skenario', 'politikus', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
78,34,78_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
79,33,79_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
80,33,80_program_gratis_lewat_rumah,"['program', 'gratis', 'lewat', 'rumah', 'gizi', 'mbg', 'prabowo', 'makin', 'masa', 'inovasi']","['presiden prabowo kunjungi korban bencana tiga kali ini bukti kepedulian negara untuk prabowo bangun kembali semua rumah rusak lewat program rekonstruksi pascabencana yang sulit ini semangat gotong royong kita', 'program juta rumah dari presiden prabowo bikin semua orang punya harapan baru', 'semua rumah warga yang rusak akan diganti negara janji beliau ini adalah tekad pemerintah untuk prabowo bangun kembali masa depan lebih baik lewat program rekonstruksi pascabencana yang menyeluruh']"
81,33,81_reformasi_polri_tim_kapolri,"['reformasi', 'polri', 'tim', 'kapolri', 'kepolisian', 'dicopot', 'komisi', 'pak', 'reforma', 'berjudul']","['banyak pertanyaan tentang kinerja reformasi kepolisian adakah kemajuan yang sudah dicapai dan apakah tim reformasi kepolisian itu diperlukan sesuai perintah presidensaya sudah mengingatkan tim reformasi kepolisian harus merevisi terlebih dahulu uu tentang kepolisan ri hening', 'trus apa langkah yg d lakukan oleh tim reformasi ini udh terangan sekali polri melawan aturan negara ini bubarkan aj tim reformasi klo kalian g bisa kasih masukan k presiden gimana pak', 'presiden aja takut sama kapolri buat tim reformasi polri kapolri nya masuk jd anggota reformasi polri aja udah aneh gimana kalau yg jd masalah kapolri nya']"
82,33,82_aceh_ketiganya_menunda_keselamatan,"['aceh', 'ketiganya', 'menunda', 'keselamatan', 'pakistan', 'agenda', 'rusia', 'meninjau', 'prioritas', 'tetap']","['dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir', 'dari aceh pakistan rusia presiden prabowo langsung kembali ke aceh meninjau bencana di tengah agenda global keselamatan rakyat tetap prioritas ini kunjungan ketiganya ke aceh tanpa menunda negara hadir']"
83,33,83_pak_mhn_halah_keren,"['pak', 'mhn', 'halah', 'keren', 'fya', 'receh', 'klg', 'presidenpresidennya', 'peenah', 'maluin']","['ga berani pak', 'keren pak anies semoga pak anies jadi presiden ke semangat pak', 'pak presiden ini semua temen bobby kertanegara pls save them pak saveplgsebanga savetessonilo savesumatra']"
84,32,84_akad_kritikkritik_subsidi_seakanakan,"['akad', 'kritikkritik', 'subsidi', 'seakanakan', 'massal', 'bravo', 'seakan', 'hadir', 'ribu', 'terlihat']","['kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo']"
85,30,85_ilegalmelihat_flora_relevan_masifnya,"['ilegalmelihat', 'flora', 'relevan', 'masifnya', 'memilah', 'kehancuran', 'kematian', 'gelondongan', 'legal', 'kerusakan']","['pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora', 'pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora']"
86,30,86_dubes_ri_sy_miring,"['dubes', 'ri', 'sy', 'miring', 'komentarnya', 'usulkan', 'membela', 'bersangkutan', 'melayani', 'melindungi']","['sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri']"
87,30,87_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
88,29,88_hrs_saudi_arabia_dipojokkan,"['hrs', 'saudi', 'arabia', 'dipojokkan', 'ironis', 'reynhard', 'ahlanwasahlanibhrs', 'kriminal', 'super', 'sungguh']","['reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs', 'reynhard di inggris yg jelas super kriminal n memalukan indonesia diberi bantuan hukum habib rizieq shihab hrs di saudi arabia malah dipojokkan pernyataan menko n dubes ri di saudi sungguh tak adil n ironis selamat datang hrs ahlanwasahlanibhrs']"
89,29,89_dijawab_harus_oleh_ini,"['dijawab', 'harus', 'oleh', 'ini', 'bangkai', 'cermat', 'aroma', 'bau', 'penuhi', 'warganya']","['harus dijawab ini oleh', 'harus dijawab ini oleh', 'harus dijawab ini oleh']"
90,28,90_pangan_harga_pokok_dijaga,"['pangan', 'harga', 'pokok', 'dijaga', 'stabil', 'ketahanan', 'meminta', 'stabilitas', 'sembari', 'perekonomian']","['presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo meminta agar ketahanan pangan dan harga kebutuhan pokok dijaga stabil sembari memantau perkembangan perekonomian nasional huniankorbanbencana memulihkan warga terdampak']"
91,28,91_dubes_ri_miring_komentarnya,"['dubes', 'ri', 'miring', 'komentarnya', 'usulkan', 'membela', 'bersangkutan', 'melayani', 'melindungi', 'pdhal']","['sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri', 'sbg anggota komisi sy usulkan kpd agar segera menarik n mengganti dubes ri di saudi yg bersangkutan sdh berada di sana hampir tahun komentarnya selalu miring soal habib rizieq shihab pdhal dubes ri seharusnya melayani melindungi n membela warga ri']"
92,27,92_menyusun_mengegolkannya_ruupemilu_selangkah,"['menyusun', 'mengegolkannya', 'ruupemilu', 'selangkah', 'politikus', 'skenario', 'tempo', 'pemilihan', 'sistem', 'ambisi']","['ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada', 'ambisi presiden prabowo subianto mengganti sistem pemilihan kepala daerah tinggal selangkah lagi para politikus menyusun skenario untuk mengegolkannya tempo ruupemilu pilkada']"
93,27,93_juli_raja_buntut_pemanfaatan,"['juli', 'raja', 'buntut', 'pemanfaatan', 'antoni', 'mengambil', 'kehutanan', 'paripurna', 'usaha', 'sidang']","['pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut', 'pernyataan tersebut disampaikan menteri kehutanan raja juli antoni di depan presiden prabowo subianto dalam sidang kabinet paripurna di istana negara jakarta senin raja juli mengambil langkah tegas atas kegiatan usaha sejumlah perusahaan pemanfaatan hutan buntut']"
94,27,94_kemenkum_diy_kanwil_kementerianhukum,"['kemenkum', 'diy', 'kanwil', 'kementerianhukum', 'setahunberdampak', 'layananhukummakinmudah', 'kanwilkemenkumdiy', 'diplomasi', 'kemenlu', 'amp']","['kemenkum amp kemenlu tunjukkan sinergi kuat demi kepentingan nasional di kancah global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'kemenkum amp kemenlu sinergi terbaik untuk ki global kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy', 'setahunberdampak kanwil kemenkum diy kemenkum amp kemenlu bersatu kawal royalti global yang berkeadilan kementerianhukum kanwilkemenkumdiy layananhukummakinmudah setahunberdampak kanwil kemenkum diy']"
95,27,95_data_terima_terdapat_bapak,"['data', 'terima', 'terdapat', 'bapak', 'kesalahan', 'baikbaik', 'pembantu', 'tag', 'informasi', 'syariah']","['pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih', 'pak presiden mohon maaf saya tag bapak informasi atau data yang bapak terima dari pembantu bapak terdapat kesalahan kondisi aceh saat ini tidak baikbaik saja terima kasih']"
96,26,96_telah_air_dilaporkan_dihadapi,"['telah', 'air', 'dilaporkan', 'dihadapi', 'keterangannya', 'ketersediaan', 'menyoroti', 'kekurangan', 'ditangani', 'telco']","['presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak', 'presiden menyampaikan bahwa sejumlah kekurangan yang masih dihadapi warga telah dilaporkan dan akan segera ditangani dalam keterangannya presiden juga menyoroti kebutuhan mendesak terkait ketersediaan air bersih dan air minum bagi masyarakat terdampak']"
97,25,97_islam_dipukul_priuk_jamaah,"['islam', 'dipukul', 'priuk', 'jamaah', 'warsidi', 'lawannya', 'contohnya', 'orba', 'jaman', 'peristiwa']","['kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni', 'kalau jaman orba nih tni dipukul mundur gini ga lama balik lagi bawa pasukan ratusan orang contohnya saat peristiwa priuk dan jamaah warsidi apakah karena lawannya bukan orang islam dan bukan wni']"
98,24,98_rebut_ayo_bersatu_kedaulatan,"['rebut', 'ayo', 'bersatu', 'kedaulatan', 'rakyat', 'kembali', 'jejakdigital', 'arsip', 'nasional', '']","['ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat', 'ayo bersatu rebut kembali kedaulatan rakyat']"
99,24,99_rusia_putin_vladimir_ukraina,"['rusia', 'putin', 'vladimir', 'ukraina', 'bertemu', 'moskow', 'seskab', 'perang', 'sisi', 'btw']","['presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal', 'presiden prabowo hari ini bertemu dengan presiden putin di rusia btw kok hanya menlu dan seskab aja ya yang mendampingi dari sisi rusia rame banget padahal']"
100,23,100_huniankorbanbencana_paket_penyiapan_memulihkan,"['huniankorbanbencana', 'paket', 'penyiapan', 'memulihkan', 'signifikan', 'insentif', 'terdampak', 'pak', 'semuatanganibencana', 'menginstruksikan']","['untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yg signifikan smoga masyarakat yg terdampak bisa kembali beraktivitas dan perekonomian kembali membaik huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak', 'untuk menjaga daya beli masyarakat dan mendorong pergerakan ekonomi presiden prabowo menginstruksikan penyiapan paket insentif yang signifikan huniankorbanbencana memulihkan warga terdampak']"
101,23,101_papua_makanbergizigratis_bergizi_diluncurkan,"['papua', 'makanbergizigratis', 'bergizi', 'diluncurkan', 'kualitashidup', 'masyarakat', 'gratis', 'program', 'bermanfaat', 'mbg']","['program mbg yang diluncurkan bapak presiden harus menjangkau anakanak di pedalaman yan p mandenas anggota komisi xiii dpr rikebijakan gizi adalah investasi jangka panjang papua bukan pinggiran papua adalah pusat harapan', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua']"
102,22,102_breaking_advokasi_menempuh_ap,"['breaking', 'advokasi', 'menempuh', 'ap', 'news', 'pimpinan', 'lbh', 'menetapkan', 'jalur', 'menyatakan']","['breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah']"
103,21,103_pusat_pulihkan_pasca_bangkit,"['pusat', 'pulihkan', 'pasca', 'bangkit', 'pemerintah', 'dukungan', 'infrastruktur', 'penuh', 'darurat', 'bawah']","['pemerintah pusat di bawah arahan presiden prabowo siap memberi dukungan penuh pembangunan jalur darurat prabowo pulihkan infrastruktur agar bangsa bangkit pasca bencana', 'pemerintah pusat memberi dukungan penuh sesuai arahan presiden prabowo prabowo pulihkan infrastruktur agar daerah terdampak bangkit pasca bencana', 'pemerintah pusat di bawah arahan presiden prabowo prabowo pulihkan infrastruktur demi bangkit pasca bencana']"
104,21,104_kenyataan_kenyataannya_tanzania_sosmed,"['kenyataan', 'kenyataannya', 'tanzania', 'sosmed', 'masih', 'uganda', 'kenyal', 'klo', 'bisa', 'kenyang']","['sebagai pendukung beliau dlu gw berharap blio bisa menjadi presiden namun negara ini sdh dikuasai oleh wowo dan anteknya jdi kesempatan org baik ini terjegal seandainya ada revolusi dari rakyat harapan gw bisa jd kenyataan', 'bu zmn beliau presiden tiap pagi kami sekeluarga sarapan nasi goreng nasinya sisa kemarin rasanya kenyal gimana gitu sayang klo dibuang kata ibu saya maklum ga ada kulkas atau mac jigger tapi ibu saya luar biasa nasi kenyal dg aroma khas itu sgt nikmat dg kerupuk tq pak harto', 'gibi nih punya presiden gak bisa main hape kudet sama teknologi sosmed aja harus ajudan yang pegang berita sosmed kudu sama si teddy yang kasih tau wawlahi gw tiap kali buka instagram kenyataannya gak kayak fotofoto media presiden capek gw ngelaknat pemerintah melulu']"
105,21,105_lu_dikritik_bayangin_seperti,"['lu', 'dikritik', 'bayangin', 'seperti', 'akan', 'apa', 'seorang', 'lakukan', 'terus', 'menlu']","['bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan']"
