full_text,created_at,full_text_preprocessed,Topik
goblok lu @prabowo . yang punya izin legal juga sama merusak bahkan mungkin lebih parah. bisa2nya jualan ketertiban pdhal udh makan korban nyawa. STOP SEMUANYA TOT! benerin semuanya legal/ilegal. goblok dipiara udh tua juga masih ga ada bijak2 nya jadi presiden.,2025-12-15 05:35:21+00:00,goblok lu yang punya izin legal juga sama merusak bahkan mungkin lebih parah bisanya jualan ketertiban pdhal udh makan korban nyawa stop semuanya tot benerin semuanya legalilegal goblok dipiara udh tua juga masih ga ada bijak nya jadi presiden,-1
@aryapanjalunew @AdiSety11585 @Dhinda_8 Bahasa yg sederhana seperti itu saja kamu ga paham gimana menjelaskannya ? Diluar negeri sdh biasa ada parkir air yg disebut dg Infiltration Trench. Anies Baswedan hanya menyederhanakan bahasanya Krn banyak org goblok seperti kau yg tdk akan paham apa itu Infiltration Trench ?,2025-12-15 05:35:24+00:00,bahasa yg sederhana seperti itu saja kamu ga paham gimana menjelaskannya diluar negeri sdh biasa ada parkir air yg disebut dg infiltration trench anies baswedan hanya menyederhanakan bahasanya krn banyak org goblok seperti kau yg tdk akan paham apa itu infiltration trench,55
@msaid_didu Jangan percaya sama dia SDH terbukti listrik juga dibilang SDH 93 % ternyata presiden pulang besok mati lg.,2025-12-15 05:37:01+00:00,jangan percaya sama dia sdh terbukti listrik juga dibilang sdh ternyata presiden pulang besok mati lg,-1
Presiden jg tetap kerja walau kehilangan biji Tapi gatau kerjanya beneran ga,2025-12-15 05:37:04+00:00,presiden jg tetap kerja walau kehilangan biji tapi gatau kerjanya beneran ga,-1
@KemenperinRI Ril. Gak usah jauh2 presiden selevel katim/kasie aja maunya diikutin maunya,2025-12-15 05:37:27+00:00,ril gak usah jauh presiden selevel katimkasie aja maunya diikutin maunya,-1
@aryapanjalunew @AdiSety11585 @Dhinda_8 Dan banyak istilah istilah parkir air yg diterapkan di negara negara maju. Gimana Indonesia bisa maju jika penduduknya seperti dia.,2025-12-15 05:37:51+00:00,dan banyak istilah istilah parkir air yg diterapkan di negara negara maju gimana indonesia bisa maju jika penduduknya seperti dia,1
@indepenSumatera @prabowo @DPR_RI @Menlu_RI Menurut pola pikir pemimpin negeri ini bangsa Palestina adalah bangsa yg tdk punya harga diri krn selalu mengharapkan bantuan kemanusiaan dari negara lain tul kan..?! .,2025-12-15 05:39:05+00:00,menurut pola pikir pemimpin negeri ini bangsa palestina adalah bangsa yg tdk punya harga diri krn selalu mengharapkan bantuan kemanusiaan dari negara lain tul kan,10
@kompascom Kapolri melanggar konstitusi scr terang2an kalo ga dapat restu presiden ga mungkin dia berani nekat spt itu... Betul ga @ListyoSigitP @prabowo ??,2025-12-15 05:41:30+00:00,kapolri melanggar konstitusi scr terangan kalo ga dapat restu presiden ga mungkin dia berani nekat spt itu betul ga,-1
@IrawanRommi @Insideme11 Presiden dibandingkan dengan rakyat....gini amat mikir nya caleg gagal ,2025-12-15 05:41:33+00:00,presiden dibandingkan dengan rakyatgini amat mikir nya caleg gagal,-1
@txtfrombook Ga niat presiden lu malah traveling. Kata gue mah jadi youtuber aja ngapain jadi presiden.,2025-12-15 05:41:47+00:00,ga niat presiden lu malah traveling kata gue mah jadi youtuber aja ngapain jadi presiden,-1
Presiden Prabowo Subianto menggelar rapat terbatas di kediaman pribadinya Hambalang Jawa Barat pada Minggu malam. Bagaimana hasilnya? https://t.co/wxPRIZNTm4,2025-12-15 05:43:00+00:00,presiden prabowo subianto menggelar rapat terbatas di kediaman pribadinya hambalang jawa barat pada minggu malam bagaimana hasilnya,127
@ersat83 @Dhinda_8 https://t.co/3fnR1d3fw5,2025-12-15 05:43:05+00:00,,119
Hidupmya pas presiden datang doang habis tu mati lagi,2025-12-15 05:43:12+00:00,hidupmya pas presiden datang doang habis tu mati lagi,51
@KangManto123 Emngnya @prabowo berani??? Jenderal bermental kecubung dan Presiden Terbodoh sepanjang sejarah negeri ini!!!,2025-12-15 05:44:02+00:00,emngnya berani jenderal bermental kecubung dan presiden terbodoh sepanjang sejarah negeri ini,-1
Wakil Ketua Peradi Bersatu Lechumanan mendatangi Polda Metro Jaya untuk mengikuti gelar perkara khusus terkait tudingan ijazah palsu Presiden ke-7 Joko Widodo. Ia meminta Polda Metro Jaya untuk menahan Roy Suryo Cs dalam kasus tersebut. Tapi harapan kami ya ini saya perlu https://t.co/6Iab4nd3yr,2025-12-15 05:44:12+00:00,wakil ketua peradi bersatu lechumanan mendatangi polda metro jaya untuk mengikuti gelar perkara khusus terkait tudingan ijazah palsu presiden ke joko widodo ia meminta polda metro jaya untuk menahan roy suryo cs dalam kasus tersebut tapi harapan kami ya ini saya perlu,129
@txtdrimedia Presiden pun tetep kerja meski kehilangan bi . ni. Bini. Duda kan blio ,2025-12-15 05:44:46+00:00,presiden pun tetep kerja meski kehilangan bi ni bini duda kan blio,-1
Dukung dia jadi presiden tahun depann!,2025-12-15 05:44:55+00:00,dukung dia jadi presiden tahun depann,15
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:44:56+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,36
ih tp paling kesel deh kalau ada konten anak sekolahan yg lagi makan MBG suka ada yg komen dek aku yang coblos prwb tp malah kalian yang enak makan atau kalau ada keracunan bilang ya jgn nyalahin presiden lah salahin yg masak ya allah,2025-12-15 05:45:54+00:00,ih tp paling kesel deh kalau ada konten anak sekolahan yg lagi makan mbg suka ada yg komen dek aku yang coblos prwb tp malah kalian yang enak makan atau kalau ada keracunan bilang ya jgn nyalahin presiden lah salahin yg masak ya allah,-1
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:46:08+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,38
@RagilSemar @KejaksaanRI Kejaksaan masih sibuk ngurusin bini mudanya walau tdk semua org di kejaksaan punya bini muda. . https://t.co/YgZHwRx6W1,2025-12-15 05:46:27+00:00,kejaksaan masih sibuk ngurusin bini mudanya walau tdk semua org di kejaksaan punya bini muda,-1
dia sempet makan bareng presiden loh di pos bencana kenapa gak ngotot pas disitu? *bertanya halus menatap nanar btw yang bencana kan gak cuma aceh tapi ada sumetera barat dan tapanuli (sumut). kemana pejabatnya? kenapa cuma aceh?,2025-12-15 05:46:36+00:00,dia sempet makan bareng presiden loh di pos bencana kenapa gak ngotot pas disitu bertanya halus menatap nanar btw yang bencana kan gak cuma aceh tapi ada sumetera barat dan tapanuli sumut kemana pejabatnya kenapa cuma aceh,-1
@Dhinda_8 Itu wakil presiden apa pedagang asongan ?,2025-12-15 05:46:54+00:00,itu wakil presiden apa pedagang asongan,-1
Pengamat Sebut Perpol Terbaru Polri Tak Langgar Putusan MK: Kapolri Sudah Lapor Presiden https://t.co/yw6AorfDQK,2025-12-15 05:47:03+00:00,pengamat sebut perpol terbaru polri tak langgar putusan mk kapolri sudah lapor presiden,4
@taufik_q @hakimsrg Ada2 aja ambisi jd presiden jd dibentuk macam2 untuk support system.,2025-12-15 05:47:46+00:00,ada aja ambisi jd presiden jd dibentuk macam untuk support system,124
Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,2025-12-15 05:48:43+00:00,pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora,77
@susipudjiastuti @prabowo Apakah didengar buk @susipudjiastuti oleh presiden prabaowo klo kuarganya jg andil didlm stu..dan presiden dikepung pembantunya yg ikut andil jg ,2025-12-15 05:48:43+00:00,apakah didengar buk oleh presiden prabaowo klo kuarganya jg andil didlm studan presiden dikepung pembantunya yg ikut andil jg,-1
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:48:43+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,38
@ch_chotimah2 @prabowo @Gerindra Lebih para lagi dia punya Menteri ESDM sebodoh dan SeTolol @bahlillahadalia tapi masih tetep di pakai. Itu artinya @prabowo emng presiden Terbodoh dan yg pinter ya @bahlillahadalia https://t.co/uvHoALdDst,2025-12-15 05:48:44+00:00,lebih para lagi dia punya menteri esdm sebodoh dan setolol tapi masih tetep di pakai itu artinya emng presiden terbodoh dan yg pinter ya,-1
Harusnya kalo tau usianya udah ga lagi muda tuh sebaiknya slow living aja di daerah menanam sayur sayuran memetik buah di kebun pelihara binatang kalo sore ngeteh di teras rumah jangan malah jadi presiden di negara kepulauan ini️,2025-12-15 05:49:42+00:00,harusnya kalo tau usianya udah ga lagi muda tuh sebaiknya slow living aja di daerah menanam sayur sayuran memetik buah di kebun pelihara binatang kalo sore ngeteh di teras rumah jangan malah jadi presiden di negara kepulauan ini,3
Pak Presiden @prabowo saat ini (setelah bencana banjir longsor lumpur kayu gelondongan) sudah tidak relevan lagi memilah yg Legal dan Ilegal.Melihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora https://t.co/gQkwBGROCx,2025-12-15 05:50:19+00:00,pak presiden saat ini setelah bencana banjir longsor lumpur kayu gelondongan sudah tidak relevan lagi memilah yg legal dan ilegalmelihat masifnya kerusakan kehancuran lingkungan infrastruktur kematian kehidupan rakyat yg kehilangan ayah ibu anak saudara flora,77
@m_rinandar @salam4jari Kita kawal terus bang..pengin lihat sikap presiden thd perpol ini,2025-12-15 05:50:23+00:00,kita kawal terus bangpengin lihat sikap presiden thd perpol ini,-1
@ARSIPAJA Semua statement Presiden kayak orasi masa kampanye hanya omon2 saja.,2025-12-15 05:50:31+00:00,semua statement presiden kayak orasi masa kampanye hanya omon saja,-1
Gue lebih pengen kita ganti presiden (sama yang bener),2025-12-15 05:51:01+00:00,gue lebih pengen kita ganti presiden sama yang bener,112
@dinokuaci presiden yang itu harus melihat presiden jitak yang bekerja menangani kebingungan warga akan konten jitak dengan sebaik ini,2025-12-15 05:51:23+00:00,presiden yang itu harus melihat presiden jitak yang bekerja menangani kebingungan warga akan konten jitak dengan sebaik ini,106
Siapa coba yg izinin dia lakuin ini? Yak betul bapak presiden. Kalau Dia ga setuju ga mungkin buku ini Ada Mantep!,2025-12-15 05:51:27+00:00,siapa coba yg izinin dia lakuin ini yak betul bapak presiden kalau dia ga setuju ga mungkin buku ini ada mantep,2
 Pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di Sumatera Presiden ingin secepat mungkin segera terbangun kata Sekretaris Kabinet Teddy Indra Wijaya Senin (15/12/2025). Baca di sini: https://t.co/rngNIJjg1a ~TA #Prabowo #Sumatera https://t.co/LmWOd8bl7W,2025-12-15 05:51:39+00:00,pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di sumatera presiden ingin secepat mungkin segera terbangun kata sekretaris kabinet teddy indra wijaya senin baca di sini ta prabowo sumatera,7
kalo gw jadi presiden gw akan membuat UU yang melarang keras meeting di Senin pagi. ,2025-12-15 05:51:46+00:00,kalo gw jadi presiden gw akan membuat uu yang melarang keras meeting di senin pagi,-1
@Boediantar4 Dpr aceh udah minta pisah kita lihat reaksi presiden apaan.... Itu pun kalo hp beliau ga dikunci bunted,2025-12-15 05:52:11+00:00,dpr aceh udah minta pisah kita lihat reaksi presiden apaan itu pun kalo hp beliau ga dikunci bunted,-1
@aniesbaswedan pak request jd presiden pak dah follow,2025-12-15 05:53:06+00:00,pak request jd presiden pak dah follow,78
@arjunaskykok Soeharto ga disebut? Diantara smua Presiden yang sangat kental pakem Kejawaannya cuma dia wkwkwkk. Soekarno udah mulai nyerap nilai modern Barat walau condong Kiri sementara Gusdur jelas walau Jawa tapi dia Religius meskipun masuknya tataran Moderat. Soeharto jelas Kejawen based,2025-12-15 05:53:07+00:00,soeharto ga disebut diantara smua presiden yang sangat kental pakem kejawaannya cuma dia wkwkwkk soekarno udah mulai nyerap nilai modern barat walau condong kiri sementara gusdur jelas walau jawa tapi dia religius meskipun masuknya tataran moderat soeharto jelas kejawen based,-1
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:53:32+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,36
113 Organisasi Sipil Layangkan Somasi ke Presiden Prabowo KAMPUS @univ_syiahkuala @usuofficial @UnandOfficial @univ_riau @univ_indonesia @ipbofficial @itbofficial @unpad @UGMYogyakarta @unsri @UNJ_Official dst... https://t.co/LAG0KpCDKx,2025-12-15 05:53:40+00:00,organisasi sipil layangkan somasi ke presiden prabowo kampus dst,-1
@indepenSumatera Mngkin dia sedih tpi lingkaranya mrasa was2 maka itu bergeraklah cepat mmberi laporan ke presiden kli bencana akan sgera beres utk mnghibur presiden.dgn sgala cara dan dalil pembenaran,2025-12-15 05:53:42+00:00,mngkin dia sedih tpi lingkaranya mrasa was maka itu bergeraklah cepat mmberi laporan ke presiden kli bencana akan sgera beres utk mnghibur presidendgn sgala cara dan dalil pembenaran,-1
bloon njirr jelas perlu bencana nasional banyak akses umum rusak belum lagi hutan dirusak pemerintah. Hadeh rasional dikit napa otak lu. si wowo jd presiden juga gak gercep lambat benerr,2025-12-15 05:53:59+00:00,bloon njirr jelas perlu bencana nasional banyak akses umum rusak belum lagi hutan dirusak pemerintah hadeh rasional dikit napa otak lu si wowo jd presiden juga gak gercep lambat benerr,25
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:54:11+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,36
Presiden prabowo desak pengawasan ketat pembalakan liat. #SemuaTanganiBencana https://t.co/oJbhPfHuD5,2025-12-15 05:55:00+00:00,presiden prabowo desak pengawasan ketat pembalakan liat semuatanganibencana,4
#SemuaTanganiBencana karena presiden sudah menegaskan pentingnya untuk menjaga kelestarian lingkungan sebagai pencegahan bencana di masa yang akan datang https://t.co/fwhej6G5NU,2025-12-15 05:55:00+00:00,semuatanganibencana karena presiden sudah menegaskan pentingnya untuk menjaga kelestarian lingkungan sebagai pencegahan bencana di masa yang akan datang,-1
presiden prabowo mengunjungi pengungsi korban bencana aceh dan kunjungan ini sudah di lakukan untuk ketiga kalinya #SemuaTanganiBencana https://t.co/DYUHwTgAq6,2025-12-15 05:55:00+00:00,presiden prabowo mengunjungi pengungsi korban bencana aceh dan kunjungan ini sudah di lakukan untuk ketiga kalinya semuatanganibencana,4
#SemuaTanganiBencana Presiden Prabowo subianto sigap dan siap menangani korban terdampak hingga mengingatkan seluruh pihak termasuk pemerintah daerah untuk mengawasi lebih ketat aktivitas penebangan hutan https://t.co/YinK5mPOYF,2025-12-15 05:55:00+00:00,semuatanganibencana presiden prabowo subianto sigap dan siap menangani korban terdampak hingga mengingatkan seluruh pihak termasuk pemerintah daerah untuk mengawasi lebih ketat aktivitas penebangan hutan,4
sudah ketiga kalinya lho pak presiden kunjungi pengungsi korban bencana aceh #SemuaTanganiBencana https://t.co/OFCUX0cxl7,2025-12-15 05:55:00+00:00,sudah ketiga kalinya lho pak presiden kunjungi pengungsi korban bencana aceh semuatanganibencana,4
Presiden prabowo menegaskan pentingnya menjaga lingkungan sebagai langkah pencegahan bencana. #SemuaTanganiBencana https://t.co/dUyN7x08wy,2025-12-15 05:55:00+00:00,presiden prabowo menegaskan pentingnya menjaga lingkungan sebagai langkah pencegahan bencana semuatanganibencana,-1
Bantuan pak presiden sudah cair nih!! alhamdulilah semoga bisa di manfaatkan dengan sebaik-baiknya #SemuaTanganiBencana https://t.co/ZrHWZQbh69,2025-12-15 05:55:00+00:00,bantuan pak presiden sudah cair nih alhamdulilah semoga bisa di manfaatkan dengan sebaikbaiknya semuatanganibencana,117
Bantuan presiden sudah cair provinsi dapat 20 M kabupaten dapat 4 M. #SemuaTanganiBencana https://t.co/kHonW7FkLZ,2025-12-15 05:55:00+00:00,bantuan presiden sudah cair provinsi dapat m kabupaten dapat m semuatanganibencana,117
Bantuan presiden sudah cair provinsi dapat 20M. Optimis bantuan ini meringankan beban warga terdampak #SemuaTanganiBencana https://t.co/fmEgsYb1lw,2025-12-15 05:55:00+00:00,bantuan presiden sudah cair provinsi dapat m optimis bantuan ini meringankan beban warga terdampak semuatanganibencana,117
#SemuaTanganiBencana Pak presiden prabowo tekankan percepatan hunian bagi korban terdampak bencana https://t.co/QtJwGyhuJo,2025-12-15 05:55:00+00:00,semuatanganibencana pak presiden prabowo tekankan percepatan hunian bagi korban terdampak bencana,-1
Terima kasih Pak Presiden semoga masyarakat terdampak segera bangkit. Kita berharap Sumatra segera bangkit kembali. #SemuaTanganiBencana https://t.co/7xbBZIXz0u,2025-12-15 05:55:00+00:00,terima kasih pak presiden semoga masyarakat terdampak segera bangkit kita berharap sumatra segera bangkit kembali semuatanganibencana,-1
langkah cepat presiden prabowo dalam menangani bencana di aceh sumbar dan sumsel patut diapresiasi negara hadir di saat krisis #SemuaTanganiBencana https://t.co/DBN790PwCf,2025-12-15 05:55:00+00:00,langkah cepat presiden prabowo dalam menangani bencana di aceh sumbar dan sumsel patut diapresiasi negara hadir di saat krisis semuatanganibencana,0
Presiden Prabowo mengunjungi pengungsi korban bencana di Aceh untuk ketiga kalinya menengok para korban #SemuaTanganiBencana https://t.co/GAMhtUOGpj,2025-12-15 05:55:07+00:00,presiden prabowo mengunjungi pengungsi korban bencana di aceh untuk ketiga kalinya menengok para korban semuatanganibencana,4
Presiden Prabowo menegaskan pentingnya menjaga kelestarian lingkungan #SemuaTanganiBencana https://t.co/WpTm4bFXQl,2025-12-15 05:55:19+00:00,presiden prabowo menegaskan pentingnya menjaga kelestarian lingkungan semuatanganibencana,-1
Bantuan presiden sudah cair untuk membantu masyarakat yang terdampak bencana alam di aceh sumatra barat dan utara. #SemuaTanganiBencana https://t.co/WCE9AjKuev,2025-12-15 05:55:23+00:00,bantuan presiden sudah cair untuk membantu masyarakat yang terdampak bencana alam di aceh sumatra barat dan utara semuatanganibencana,127
Terima kasih Pak Presiden semoga masyarakat terdampak segera bangkit. Penanganan cepat itu penting dan ini sudah dilakukan. Respect! #SemuaTanganiBencana https://t.co/rsv44sGc73,2025-12-15 05:55:26+00:00,terima kasih pak presiden semoga masyarakat terdampak segera bangkit penanganan cepat itu penting dan ini sudah dilakukan respect semuatanganibencana,6
Pembangunan hunian sementara dan hunian tetap diminta untuk dipercepat prosesnya oleh Presiden Prabowo #SemuaTanganiBencana https://t.co/DfMl94a63V,2025-12-15 05:55:29+00:00,pembangunan hunian sementara dan hunian tetap diminta untuk dipercepat prosesnya oleh presiden prabowo semuatanganibencana,7
Presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di Aceh Tamiang #SemuaTanganiBencana https://t.co/3JBN8GcD6d,2025-12-15 05:55:31+00:00,presiden prabowo mendesak pengawasan ketat atas pembalakan liar saat meninjau banjir di aceh tamiang semuatanganibencana,76
Kedaulatan negara sudah terancam secara nyata. Aksi Brutal 15 WN China Bersenjata Serang TNI di Area Tambang Emas https://t.co/xan4LcPZaO,2025-12-15 05:55:41+00:00,kedaulatan negara sudah terancam secara nyata aksi brutal wn china bersenjata serang tni di area tambang emas,38
Halo Pak @prabowo Tunggu apalagi Hasil Musyawarah Ulama Aceh Minta Presiden Tetapkan Status Bencana Nasional Kompas com 15 Desember 2025 12:42 WIB Zuhri Noviandi Novita Rahmawati Tim Redaksi https://t.co/pCfnyPK18w,2025-12-15 05:55:48+00:00,halo pak tunggu apalagi hasil musyawarah ulama aceh minta presiden tetapkan status bencana nasional kompas com desember wib zuhri noviandi novita rahmawati tim redaksi,-1
Lu pikir gue kagak cape kerja?? Yg pengen jadi presiden kan elu skrg banyak kerjaan minta dikasihani minta disanjung gitu?,2025-12-15 05:55:51+00:00,lu pikir gue kagak cape kerja yg pengen jadi presiden kan elu skrg banyak kerjaan minta dikasihani minta disanjung gitu,-1
#SemuaTanganiBencana Aksi cepat bantuan presiden prabowo sudah cair ini rinciannya provinsi mendapatkan 20 M kabupaten per kota RP 4M https://t.co/XzVfAomYjN,2025-12-15 05:56:00+00:00,semuatanganibencana aksi cepat bantuan presiden prabowo sudah cair ini rinciannya provinsi mendapatkan m kabupaten per kota rp m,117
@txtdrbekasi Calon presiden kita ,2025-12-15 05:56:02+00:00,calon presiden kita,-1
Terima kasih Pak Presiden semoga masyarakat terdampak segera bangkit Penanganan cepat itu penting dan ini sudah dilakukan. Respect! #SemuaTanganiBencana https://t.co/HJBu5U2ZgY,2025-12-15 05:56:07+00:00,terima kasih pak presiden semoga masyarakat terdampak segera bangkit penanganan cepat itu penting dan ini sudah dilakukan respect semuatanganibencana,6
Keren bgt presiden ngawasin secara ketat supaya gada pembalakan liar #SemuaTanganiBencana https://t.co/SDhECfYquy,2025-12-15 05:56:28+00:00,keren bgt presiden ngawasin secara ketat supaya gada pembalakan liar semuatanganibencana,76
Di tengah musibah perhatian pemimpin sangat berarti. Presiden Prabowo sampai tiga kali loh ke Aceh karena sangat pedulinya. #SemuaTanganiBencana https://t.co/IHroj3mC8j,2025-12-15 05:56:29+00:00,di tengah musibah perhatian pemimpin sangat berarti presiden prabowo sampai tiga kali loh ke aceh karena sangat pedulinya semuatanganibencana,0
Presiden Prabowo Subianto memanggil sejumlah menteri ke kediaman pribadinya di Hambalang Bogor pada Minggu 14 Desember 2025. #SemuaTanganiBencana https://t.co/fKizexHcVU,2025-12-15 05:56:31+00:00,presiden prabowo subianto memanggil sejumlah menteri ke kediaman pribadinya di hambalang bogor pada minggu desember semuatanganibencana,-1
Bantuan dari Presiden Prabowo telah cair dan siap diberikan kepada yang membutuhkan #SemuaTanganiBencana https://t.co/8Zcg4pvlZC,2025-12-15 05:56:35+00:00,bantuan dari presiden prabowo telah cair dan siap diberikan kepada yang membutuhkan semuatanganibencana,89
Mantap pak presiden gerak cepat tanpa wacana #SemuaTanganiBencana https://t.co/fRXzBcT5vQ,2025-12-15 05:56:38+00:00,mantap pak presiden gerak cepat tanpa wacana semuatanganibencana,-1
Pak presiden sigap menangani bencana #SemuaTanganiBencana https://t.co/7d1SsR2scY,2025-12-15 05:56:44+00:00,pak presiden sigap menangani bencana semuatanganibencana,-1
Gercep dan tegas presiden Prabowo mendesak pengawasan ketat pembalakan liar #SemuaTanganiBencana https://t.co/zLcWLa9xr3,2025-12-15 05:56:47+00:00,gercep dan tegas presiden prabowo mendesak pengawasan ketat pembalakan liar semuatanganibencana,76
Bantuan Presiden resmi cair untuk daerah terdampak banjir Aceh. Pemerintah pusat daerah dan semua pihak bergerak bersama demi percepatan pemulihan warga. #SemuaTanganiBencana https://t.co/CUHMBH090A,2025-12-15 05:56:56+00:00,bantuan presiden resmi cair untuk daerah terdampak banjir aceh pemerintah pusat daerah dan semua pihak bergerak bersama demi percepatan pemulihan warga semuatanganibencana,-1
Mantap bantuan Presiden Prabowo sudah cair provinsi dapat 20 miliar kabupaten/kota 4 miliar #SemuaTanganiBencana https://t.co/3MjScivg48,2025-12-15 05:56:59+00:00,mantap bantuan presiden prabowo sudah cair provinsi dapat miliar kabupatenkota miliar semuatanganibencana,117
Salut buat presiden Prabowo dan jajaran kabinet sudah sigap dan peduli #SemuaTanganiBencana https://t.co/3ql3vopgd4,2025-12-15 05:57:03+00:00,salut buat presiden prabowo dan jajaran kabinet sudah sigap dan peduli semuatanganibencana,7
@RikeSants Dulu ada Sunda dan Betawi dengan sejarah dan martabatnya sendiri. Kini pulau nama dan narasi seolah dimonopoli Jawa. Sunda dipersempit jadi Jawa Barat . Dalam satu republik dominasi itu terasa: akses kuasa tak setara presiden dan pejabat kunci nyaris selalu dari satu suku.,2025-12-15 05:57:03+00:00,dulu ada sunda dan betawi dengan sejarah dan martabatnya sendiri kini pulau nama dan narasi seolah dimonopoli jawa sunda dipersempit jadi jawa barat dalam satu republik dominasi itu terasa akses kuasa tak setara presiden dan pejabat kunci nyaris selalu dari satu suku,-1
Tinjauan Presiden Prabowo ke Aceh Tamiang menegaskan bahwa pencegahan bencana dimulai dari menjaga hutan dan lingkungan. Pengawasan ketat pembalakan liar jadi kunci agar bencana tak terulang. #SemuaTanganiBencana https://t.co/4Krjv8Ih16,2025-12-15 05:57:13+00:00,tinjauan presiden prabowo ke aceh tamiang menegaskan bahwa pencegahan bencana dimulai dari menjaga hutan dan lingkungan pengawasan ketat pembalakan liar jadi kunci agar bencana tak terulang semuatanganibencana,76
@Dhinda_8 Cocotnya yg punya narasi ngomong nggak jelas dan tolol presiden bukan lambang negara Cok lagian ijasah kok nama dan foto beda orang ijasah apan itu yg pinter sedikit gitu lo,2025-12-15 05:57:14+00:00,cocotnya yg punya narasi ngomong nggak jelas dan tolol presiden bukan lambang negara cok lagian ijasah kok nama dan foto beda orang ijasah apan itu yg pinter sedikit gitu lo,-1
Bravo untuk komdigi atas respon cepat dan tepat sasaran dalam penanganan bencana di 3 provinsi. Terima kasih juga buat presiden RI #SemuaTanganiBencana https://t.co/jRaWKBMP9I,2025-12-15 05:57:14+00:00,bravo untuk komdigi atas respon cepat dan tepat sasaran dalam penanganan bencana di provinsi terima kasih juga buat presiden ri semuatanganibencana,6
Sudah 3 kali presiden mendatangi korban bencana aceh #SemuaTanganiBencana https://t.co/fEm8AXDkFZ,2025-12-15 05:57:17+00:00,sudah kali presiden mendatangi korban bencana aceh semuatanganibencana,-1
@__AnakKolong Presiden Bajingan Tolol Jilid 2,2025-12-15 05:57:18+00:00,presiden bajingan tolol jilid,-1
Tinjau langsung banjir Aceh Tamiang Presiden Prabowo tekankan pengawasan ketat pembalakan liar sebagai langkah penting mencegah bencana berulang. #SemuaTanganiBencana https://t.co/xWDVKncYNS,2025-12-15 05:57:22+00:00,tinjau langsung banjir aceh tamiang presiden prabowo tekankan pengawasan ketat pembalakan liar sebagai langkah penting mencegah bencana berulang semuatanganibencana,76
Mantap pak presiden terus desak pengawasan terhadap lingkungan #SemuaTanganiBencana https://t.co/zyERSh2hhs,2025-12-15 05:57:26+00:00,mantap pak presiden terus desak pengawasan terhadap lingkungan semuatanganibencana,132
Tinjau Banjir Aceh Tamiang Presiden Prabowo tekankan pentingnya menjaga kelestarian lingkungan sebagai langkah pencegahan bencana. Ia meminta semua pihak termasuk Pemda agar lebih ketat mengawasi aktivitas penebangan hutan untuk masa mendatang. #SemuaTanganiBencana https://t.co/q22GUrYdbf,2025-12-15 05:57:37+00:00,tinjau banjir aceh tamiang presiden prabowo tekankan pentingnya menjaga kelestarian lingkungan sebagai langkah pencegahan bencana ia meminta semua pihak termasuk pemda agar lebih ketat mengawasi aktivitas penebangan hutan untuk masa mendatang semuatanganibencana,4
Terima kasih Pak Presiden atas upaya dan aksi nyatanya semoga masyarakat terdampak segera bangkit. #SemuaTanganiBencana https://t.co/bUIioYTvFN,2025-12-15 05:57:37+00:00,terima kasih pak presiden atas upaya dan aksi nyatanya semoga masyarakat terdampak segera bangkit semuatanganibencana,-1
